Word	Part-Of-Speech	Weight	Frequency
民营银行	n_new	10.21	11
银行花式	n_new	10.19	4
金融活水	n_new	10.09	3
宁沪	n_new	10.02	7
紫金银行	n_new	9.91	6
春风行动	n_new	9.70	3
债券型证券投资基金	n_new	9.69	46
发起式	n_new	9.57	14
微企业	n_new	9.56	19
实控	n_new	9.14	7
混合型证券投资基金	n_new	8.96	25
社保卡	n_new	8.88	4
增速放缓	n_new	8.75	4
联网金融	n_new	8.66	6
企业复工复产	n_new	8.55	8
二级资本	n_new	8.55	6
纯债债券型证券投资基金	n_new	8.43	15
解除质押	n_new	8.40	5
永赢	n_new	8.33	9
产业园	n_new	8.26	3
外部监事	n_new	8.26	3
净利增幅	n_new	8.26	3
警示函	n_new	8.26	3
渝农	n_new	8.26	3
大额申购	n_new	8.26	3
中小企业融资	n_new	8.26	4
首份银行	n_new	8.10	5
加速进场	n_new	8.07	4
银行业保险业	n_new	8.07	4
普涨	n_new	8.07	4
超10%	n_new	7.93	6
到期赎回	n_new	7.87	6
启迪环境	n_new	7.85	5
银行探索	n_new	7.85	5
长三角地区	n_new	7.76	2
达成战略	n_new	7.76	2
投资机会	n_new	7.76	2
去年全年	n_new	7.76	2
银行加入	n_new	7.76	2
软件企业	n_new	7.76	2
保险资金	n_new	7.76	2
股东人数	n_new	7.76	2
法院金融	n_new	7.76	2
拟收购	n_new	7.76	2
请问一下	n_new	7.76	2
沪指	n_new	7.76	2
冲规模	n_new	7.76	2
股东承诺	n_new	7.76	2
窗口期	n_new	7.76	2
西安银行	n_new	7.76	2
法人银行	n_new	7.76	2
至少7	n_new	7.76	2
担保事项	n_new	7.76	8
慢牛	n_new	7.76	2
余额破	n_new	7.76	2
独董	n_new	7.76	2
行长离职	n_new	7.76	2
骗贷	n_new	7.76	2
金融研究院	n_new	7.76	2
股曝光	n_new	7.76	2
私募	n_new	7.76	2
客户磨刀	n_new	7.76	2
零售对公	n_new	7.76	2
子公司扬州	n_new	7.76	2
获益超	n_new	7.76	2
业绩回暖	n_new	7.76	2
企惠民	n_new	7.76	2
稳外贸	n_new	7.73	3
公告精选	n_new	7.66	6
公司刚	n_new	7.59	3
银行数量	n_new	7.59	3
规模迈	n_new	7.59	3
全国性银行	n_new	7.59	3
银行年终	n_new	7.59	3
反哺实体	n_new	7.59	3
凤凰集团	n_new	7.57	4
注册资本	n_new	7.38	4
长城基金	n_new	7.38	4
发行完毕	n_new	7.38	4
金融生态圈	n_new	7.38	4
对外担保	n_new	7.33	6
一致行动	n_new	7.32	15
提示性	n_new	7.29	11
江苏银行直销银行	n_new	7.23	14
扶持贷款	n_new	7.20	5
使用情况	n_new	7.16	36
使用闲置	n_new	6.95	32
中关村科技	n_new	6.85	8
公告速递	n_new	6.29	22
江苏银行北京分行	n_new	5.26	14
定期开放债券型	n_new	4.44	14
型证券投资基金更新	n_new	4.18	12
证券投资基金基金份额	n_new	3.82	16
闲置自有资金进行	n_new	3.41	17
控股子公司提供担保	n_new	2.83	9
同比增长	n_new	1.72	39
全资子公司	n_new	1.62	20
绿色通道	n_new	1.51	4
全力支持	n_new	1.25	5
二级市场	n_new	1.22	6
任职资格	n_new	1.09	13
创新高	n_new	1.07	9
授信额度	n_new	1.04	7
