Word	Part-Of-Speech	Weight	Frequency
泰瑞机器	n_new	11.75	30
厦门银行	n_new	11.38	7
抵贷	n_new	11.29	6
银行业周报	n_new	11.20	20
影响几何	n_new	11.03	6
纯债	n_new	11.00	8
江阴银行	n_new	10.89	5
超20%	n_new	10.89	10
银行去年	n_new	10.80	6
机构看好	n_new	10.78	9
关联交易	n_new	10.70	7
金融活水	n_new	10.69	4
涉房	n_new	10.69	4
股名单	n_new	10.64	5
险资	n_new	10.64	5
股东人数	n_new	10.57	6
贵阳银行	n_new	10.49	5
人均薪酬	n_new	10.36	3
利率上浮	n_new	10.36	6
利空	n_new	10.36	3
抗击疫情	n_new	10.36	3
年薪超	n_new	10.36	3
高于行业	n_new	10.20	4
持续扩容	n_new	10.19	2
预披露	n_new	10.19	4
行长助理	n_new	10.19	7
红狮	n_new	10.15	8
保本理财	n_new	10.11	6
普涨	n_new	9.95	7
上市流通	n_new	9.93	11
超4%	n_new	9.79	7
战疫	n_new	9.78	6
微企业	n_new	9.66	16
晚间公告	n_new	9.58	23
发行完毕	n_new	9.57	9
青岛银行	n_new	9.49	7
季报点评	n_new	9.49	7
费率	n_new	9.15	7
民营银行	n_new	9.15	7
科技文	n_new	9.09	6
股今日	n_new	8.99	6
能力排名	n_new	8.93	6
增速放缓	n_new	8.57	4
复产	n_new	8.53	12
重要公告	n_new	8.47	6
股午后	n_new	8.40	5
文创	n_new	8.32	6
到期赎回	n_new	8.27	15
引关注	n_new	8.26	3
新增贷款	n_new	8.26	3
金融动态	n_new	8.26	3
金融委	n_new	8.26	3
悲观预期	n_new	8.26	3
直销银行	n_new	8.26	3
区域银行	n_new	8.26	4
股份解除	n_new	8.20	6
违法遭	n_new	8.19	7
对外担保	n_new	8.13	6
追债	n_new	8.12	3
信息技术	n_new	8.10	5
参与认购	n_new	8.07	4
信贷风波	n_new	8.07	4
股再度	n_new	8.07	4
中期业绩	n_new	8.07	4
公告集锦	n_new	7.85	5
基金参加	n_new	7.76	2
市场主体	n_new	7.76	2
推动理财	n_new	7.76	2
利润分配	n_new	7.76	2
外汇局	n_new	7.76	2
创新创业	n_new	7.76	2
产品稳步	n_new	7.76	2
股比例	n_new	7.76	2
解禁冲击	n_new	7.76	2
资金运营	n_new	7.76	2
同比增幅	n_new	7.76	2
主力资金	n_new	7.76	2
解禁高峰	n_new	7.76	2
股回落	n_new	7.76	2
风险总监	n_new	7.76	2
超半数	n_new	7.76	2
中报对比	n_new	7.76	2
行长离职	n_new	7.76	2
上市首日	n_new	7.76	2
净买入	n_new	7.76	2
业绩预告	n_new	7.76	2
齐鲁银行	n_new	7.76	2
跟涨	n_new	7.73	7
金融力量	n_new	7.60	3
销售机构	n_new	7.59	3
总额超	n_new	7.59	3
风险等级	n_new	7.59	3
出售杭州	n_new	7.59	3
银行捐赠	n_new	7.59	3
增速领先	n_new	7.59	3
核心逻辑	n_new	7.59	3
疫情之下	n_new	7.59	3
强行划	n_new	7.59	3
保荐机构	n_new	7.59	3
吞噬利润	n_new	7.59	3
监管协议	n_new	7.48	11
温州银行	n_new	7.45	5
债券型证券投资基金	n_new	7.35	22
银行现	n_new	7.21	12
基金更新	n_new	7.03	21
资金购买	n_new	6.55	34
专项报告	n_new	6.41	32
进展公告	n_new	6.28	113
混合型证券投资基金	n_new	5.49	18
杭州银行涨停	n_new	5.39	7
使用闲置自有资金	n_new	4.59	62
定期开放债券型	n_new	4.54	15
发起式证券投资基金	n_new	4.50	13
闲置自有资金进行	n_new	4.33	34
型证券投资基金更新	n_new	4.08	8
使用闲置自有资金进行	n_new	3.67	25
混合型证券投资基金更新	n_new	3.46	9
闲置自有资金购买	n_new	3.10	29
同比增长	n_new	2.08	31
全资子公司	n_new	1.68	7
负增长	n_new	1.28	7
