Word	Part-Of-Speech	Weight	Frequency
民生银行呼和浩特	n_new	7.03	9
民生银行沈阳	n_new	6.95	11
民生银行合肥	n_new	6.92	13
进展公告	n_new	6.88	155
金融委	n_new	6.76	2
sT康	n_new	6.70	10
大力实施	n_new	6.68	3
民生加银基金	n_new	6.68	7
终止营业	n_new	6.47	15
专项报告	n_new	6.44	27
股东股份解押	n_new	6.33	9
兴证	n_new	6.20	28
东方股份解押	n_new	6.07	7
股东东方股份质押	n_new	5.40	15
闲置自有资金购买	n_new	5.31	31
自有资金进行现金管理	n_new	4.78	25
闲置自有资金进行	n_new	4.17	29
签署战略合作协议	n_new	4.06	11
闲置自有资金进行现金管理	n_new	4.05	19
初步配售结果公告	n_new	3.79	28
使用闲置自有资金购买	n_new	3.57	14
民营企业	n_new	3.20	27
更新招募说明书摘要	n_new	2.76	13
同比增长	n_new	2.38	35
执行董事	n_new	1.80	13
任职资格	n_new	1.77	37
医护人员	n_new	1.26	4
创新高	n_new	1.11	7
人民币汇率	n_new	1.07	6
贷款余额	n_new	1.07	11
行政处罚	n_new	1.06	5
国企改革	n_new	1.04	3
情系	n_new	1.04	3
消费者权益	n_new	1.02	4
