Word	Part-Of-Speech	Weight	Frequency
港股午后	n_new	8.65	5
工作调动	n_new	8.61	11
太原分行	n_new	8.60	10
枣庄分行	n_new	8.59	6
保本理财	n_new	8.58	7
混合型证券投资基金	n_new	8.58	63
专家建议	n_new	8.57	4
扎实推进	n_new	8.57	4
建行田	n_new	8.57	4
广东省分行	n_new	8.57	4
美好生活	n_new	8.54	9
银行保本	n_new	8.43	9
银行业协会	n_new	8.40	5
中银协	n_new	8.35	10
优惠活动	n_new	8.34	20
建行呼市	n_new	8.32	6
频出问题	n_new	8.26	3
规定报送	n_new	8.26	3
保卫战	n_new	8.26	3
偷查	n_new	8.26	3
懂规矩	n_new	8.26	3
债权银行	n_new	8.26	3
浙江省分行	n_new	8.26	3
归属股东	n_new	8.26	3
实锤	n_new	8.26	3
南昌分行	n_new	8.26	3
湘财	n_new	8.26	3
中远海	n_new	8.26	3
冲刺IPO	n_new	8.26	3
青海省分行	n_new	8.26	3
锦州银行	n_new	8.26	3
中关村分行	n_new	8.26	3
符预期	n_new	8.26	3
东营分行	n_new	8.26	3
税收信用	n_new	8.26	4
时尚产业	n_new	8.26	2
追讨	n_new	8.26	4
打响金融	n_new	8.26	2
分行纪检组	n_new	8.26	2
存漏	n_new	8.25	5
产品年利率	n_new	8.12	3
理财师	n_new	8.12	8
持续发酵	n_new	8.10	5
符合预期	n_new	8.07	4
房抵	n_new	8.07	4
武汉开发区	n_new	8.07	4
孙公司	n_new	8.07	4
青岛市分行	n_new	8.07	4
斥资人民币	n_new	8.07	4
金融版图	n_new	8.07	4
遭质疑	n_new	8.07	4
晚间公告	n_new	8.05	38
罚25万	n_new	8.04	15
终身禁	n_new	7.99	12
债券型证券投资基金	n_new	7.98	29
到期赎回	n_new	7.95	14
信息权利	n_new	7.93	6
优先股	n_new	7.93	6
调任工行	n_new	7.87	6
启迪环境	n_new	7.85	5
罚50万	n_new	7.80	17
舟山分行	n_new	7.77	7
澳门居民	n_new	7.76	2
先进制造业	n_new	7.76	2
公共服务	n_new	7.76	2
工作纪实	n_new	7.76	2
指数显示	n_new	7.76	4
借女儿	n_new	7.76	2
建行组建	n_new	7.76	2
项目开工	n_new	7.76	2
产业博览会	n_new	7.76	2
稳步推进	n_new	7.76	2
省级银行	n_new	7.76	2
集齐	n_new	7.76	2
疫情防治	n_new	7.76	2
举牌	n_new	7.76	2
上海总部	n_new	7.76	2
广撒	n_new	7.76	4
隔空	n_new	7.76	2
分行一把手	n_new	7.76	2
财税金融	n_new	7.76	2
超越建行	n_new	7.76	2
风险暴露	n_new	7.76	2
净利滑坡	n_new	7.76	2
资金用途	n_new	7.76	2
餐饮企业	n_new	7.76	2
投顾	n_new	7.76	2
面临大考	n_new	7.76	2
上涨逻辑	n_new	7.76	2
上海市工商业	n_new	7.76	2
海南省分行	n_new	7.76	2
涉案金额	n_new	7.76	2
申请流动资金	n_new	7.76	2
银行配股	n_new	7.76	2
流动资金借款	n_new	7.76	2
发布澄清	n_new	7.76	2
行业寒冬	n_new	7.76	2
杠杆率	n_new	7.76	2
苏州分公司	n_new	7.76	2
银行裁员	n_new	7.76	2
开发商融资	n_new	7.76	2
意向性资金	n_new	7.76	2
银行卷入	n_new	7.76	2
村口银行	n_new	7.76	2
揽储	n_new	7.76	2
追偿	n_new	7.76	2
湖北疫区	n_new	7.76	2
债券分销	n_new	7.76	2
铝业	n_new	7.76	2
海航控股	n_new	7.76	2
余额上限	n_new	7.76	2
柳州分行	n_new	7.76	2
添新军	n_new	7.76	2
白马股	n_new	7.76	2
评估费转嫁	n_new	7.76	2
华宝基金	n_new	7.76	2
2%失守	n_new	7.76	2
保利公寓	n_new	7.76	2
昆山分行	n_new	7.76	2
银行柜员	n_new	7.76	2
泰州分行	n_new	7.76	2
分行首家	n_new	7.76	2
力战疫情	n_new	7.76	2
存款不翼而飞	n_new	7.74	5
罚30万	n_new	7.71	25
么样	n_new	7.66	6
不合规	n_new	7.66	6
信贷条件	n_new	7.60	3
深刻影响	n_new	7.59	3
履行客户	n_new	7.59	3
出现负数	n_new	7.59	3
运用LPR	n_new	7.59	3
升幅扩大	n_new	7.59	3
薪酬待遇	n_new	7.59	3
有序推进	n_new	7.59	3
应用定位	n_new	7.59	3
银行陆续	n_new	7.59	3
有序复工	n_new	7.59	3
慢涨	n_new	7.59	3
参股公司	n_new	7.59	3
偿债方案	n_new	7.59	3
稳住外贸	n_new	7.59	3
银行排队	n_new	7.59	3
市值逼近	n_new	7.59	3
拟聘任	n_new	7.59	3
抚顺银	n_new	7.59	3
国联安	n_new	7.59	3
建行管理层	n_new	7.59	3
薪资曝光	n_new	7.59	3
按揭贷	n_new	7.59	3
偏好工行	n_new	7.59	3
晋城分行	n_new	7.59	3
增速回升	n_new	7.57	4
企业渡	n_new	7.49	6
精华摘要	n_new	7.48	7
账户大豆	n_new	7.41	6
业务总监	n_new	7.38	4
建行四川省	n_new	7.36	17
中行动手	n_new	7.26	2
埋单	n_new	7.26	4
并肩抗	n_new	7.26	2
建行吕梁	n_new	7.25	9
捆绑销售	n_new	7.20	5
沽空	n_new	7.20	15
支付不合	n_new	7.20	5
基金杯	n_new	7.07	4
员工贩卖	n_new	7.06	6
贩卖客户	n_new	7.06	6
智通	n_new	6.99	14
政策框架	n_new	6.85	8
公告速递	n_new	6.76	18
今日净	n_new	6.74	28
建行贵州省	n_new	6.70	10
现金分期	n_new	6.57	4
新华财经	n_new	6.55	35
定名蒙商银行	n_new	6.50	6
公告提示	n_new	6.50	14
兴证	n_new	6.41	29
建行行长刘桂平	n_new	5.95	36
建行广西区分行	n_new	5.92	19
云课堂	n_new	5.76	2
定期开放债券型	n_new	4.86	18
证券投资基金基金份额发售公告	n_new	4.27	33
签署战略合作协议	n_new	4.19	23
证券投资基金更新招募说明书摘要	n_new	4.03	46
使用闲置自有资金	n_new	3.87	26
初步配售结果公告	n_new	3.77	49
混合型证券投资基金更新	n_new	3.70	20
闲置自有资金购买	n_new	3.07	20
全力支持	n_new	2.77	39
贷款余额	n_new	2.69	19
全资子公司	n_new	2.63	44
个体工商户	n_new	2.47	15
绿色通道	n_new	2.27	13
创新高	n_new	2.21	22
一夜	n_new	1.91	10
任职资格	n_new	1.88	45
提供担保	n_new	1.64	104
银团贷款	n_new	1.48	7
行政处罚	n_new	1.45	7
社保基金	n_new	1.38	11
住房公积金	n_new	1.29	5
固定资产贷款	n_new	1.28	6
定点扶贫	n_new	1.26	4
突遭	n_new	1.25	6
金饭碗	n_new	1.25	7
医护人员	n_new	1.23	6
合作备忘录	n_new	1.19	8
健康发展	n_new	1.07	6
点名批评	n_new	1.07	4
科技型企业	n_new	1.07	4
流动资金贷款	n_new	1.04	3
低息贷款	n_new	1.04	3
资产证券化	n_new	1.02	5
管理条例	n_new	1.02	4
渡过难关	n_new	1.02	4
