ticker,date,variance
000001,2016-02-23,0.02047219639424979
000001,2016-02-24,0.01687109253466621
000001,2016-02-25,0.015694187287705823
000001,2016-02-26,0.020211854140496845
000001,2016-02-29,0.020880676567378575
000001,2016-03-01,0.021231120660267323
000001,2016-03-02,0.020846737409979468
000001,2016-03-03,0.02307011691055645
000001,2016-03-04,0.02137285593440321
000001,2016-03-07,0.022740976749617576
000001,2016-03-08,0.021228836792942355
000001,2016-03-09,0.02137849482005552
000001,2016-03-10,0.02048036880907059
000001,2016-03-11,0.02084834452105154
000001,2016-03-14,0.01792099731934144
000001,2016-03-15,0.020146564046955116
000001,2016-03-16,0.018252228714980796
000001,2016-03-17,0.017346591906917733
000001,2016-03-18,0.015502099559683133
000001,2016-03-21,0.008624839618125
000001,2016-03-22,0.016372672938176226
000001,2016-03-23,0.016225976879974763
000001,2016-03-24,0.015383467800699083
000001,2016-03-25,0.016696902281554543
000001,2016-03-28,0.015323920527703512
000001,2016-03-29,0.016868225122157843
000001,2016-03-30,0.015337142718499222
000001,2016-03-31,0.016996744857514998
000001,2016-04-01,0.016075076710330746
000001,2016-04-05,0.01482948606291502
000001,2016-04-06,0.014018288916464049
000001,2016-04-07,0.01290339570323569
000001,2016-04-08,0.010097605695707237
000001,2016-04-11,0.01172381243107326
000001,2016-04-12,0.012325541808701549
000001,2016-04-13,0.012737998756697665
000001,2016-04-14,0.012181862392095136
000001,2016-04-15,0.010736967317942393
000001,2016-04-18,0.010134022932075493
000001,2016-04-19,0.010486590252029393
000001,2016-04-20,0.010257324212603164
000001,2016-04-21,0.011950712826419092
000001,2016-04-22,0.01170994988833958
000001,2016-04-25,0.011183955465889758
000001,2016-04-26,0.010746260418773709
000001,2016-04-27,0.01070797586214713
000001,2016-04-28,0.010605628570558863
000001,2016-04-29,0.010676664195488964
000001,2016-05-03,0.010748145104746943
000001,2016-05-04,0.010722294889289637
000001,2016-05-05,0.00980828386897741
000001,2016-05-06,0.009688874442699717
000001,2016-05-09,0.010394628964620487
000001,2016-05-10,0.010318769318252824
000001,2016-05-11,0.009871646236952334
000001,2016-05-12,0.010090002019993292
000001,2016-05-13,0.00962979239055346
000001,2016-05-16,0.009467575998548694
000001,2016-05-17,0.009285701258939905
000001,2016-05-18,0.009065439310409191
000001,2016-05-19,0.0090229687339709
000001,2016-05-20,0.008907343475312017
000001,2016-05-23,0.008751636591163094
000001,2016-05-24,0.0086958110508933
000001,2016-05-25,0.008348142280143495
000001,2016-05-26,0.008342067813062636
000001,2016-05-27,0.004818764180646714
000001,2016-05-30,0.00529652832815381
000001,2016-05-31,0.004889470539340213
000001,2016-06-01,0.009155058327337304
000001,2016-06-02,0.008667836810886974
000001,2016-06-03,0.009165450707241602
000001,2016-06-06,0.008088548172253008
000001,2016-06-07,0.008039177220983391
000001,2016-06-08,0.007910476802880172
000001,2016-06-13,0.00781334878875492
000001,2016-06-14,0.008357705626444273
000001,2016-06-15,0.008442700697904204
000001,2016-06-16,0.00801827665154061
000001,2016-06-17,0.04337761932682758
000001,2016-06-20,0.04375677449879524
000001,2016-06-21,0.04415354633403116
000001,2016-06-22,0.04445349559492178
000001,2016-06-23,0.04495451545459182
000001,2016-06-24,0.04524143576118899
000001,2016-06-27,0.04541375915940358
000001,2016-06-28,0.04563029022613712
000001,2016-06-29,0.045708872511374884
000001,2016-06-30,0.04571743496904352
000001,2016-07-01,0.04547423245993204
000001,2016-07-04,0.04422859907293954
000001,2016-07-05,0.04191490647253944
000001,2016-07-06,0.0403361045446548
000001,2016-07-07,0.03933055725990516
000001,2016-07-08,0.03764442414240001
000001,2016-07-11,0.03817973006711418
000001,2016-07-12,0.036446877005852446
000001,2016-07-13,0.036579836018781064
000001,2016-07-14,0.03670130481559162
000001,2016-07-15,0.03626205605411121
000001,2016-07-18,0.036315807349839566
000001,2016-07-19,0.012223798557010765
000001,2016-07-20,0.029527542274173535
000001,2016-07-21,0.03538810755744737
000001,2016-07-22,0.035383915315261985
000001,2016-07-25,0.012422634826660457
000001,2016-07-26,0.012712172336380683
000001,2016-07-27,0.013664250668888005
000001,2016-07-28,0.014218121439881753
000001,2016-07-29,0.006840344644285824
000001,2016-08-01,0.007770158039256142
000001,2016-08-02,0.00733452562049166
000001,2016-08-03,0.007318558501006863
000001,2016-08-04,0.007547911706525472
000001,2016-08-05,0.00844059612042337
000001,2016-08-08,0.00901822564009847
000001,2016-08-09,0.00814392190010334
000001,2016-08-10,0.00812414028637211
000001,2016-08-11,0.008061809549096261
000001,2016-08-12,0.00812097688725646
000001,2016-08-15,0.009705283202606257
000001,2016-08-16,0.010074414322221574
000001,2016-08-17,0.012597051301184754
000001,2016-08-18,0.010567742980227638
000001,2016-08-19,0.01071615527685304
