ticker,date,true_volatility,st_true_volatility
600036,2016/2/22,0.020239939,1.054626646
601009,2016/2/22,0.032171356,0.93364621
601166,2016/2/22,0.019117556,1.351077654
601169,2016/2/22,0.01635354,0.72142264
601288,2016/2/22,0.013592262,0.993795399
601328,2016/2/22,0.023939154,2.471546481
601398,2016/2/22,0.00870258,-0.03670381
601818,2016/2/22,0.026236041,2.308600964
601939,2016/2/22,0.01859699,1.0417903
601988,2016/2/22,0.020573453,2.173519317
601998,2016/2/22,0.019856571,1.077916986
1,2016/2/23,0.021295954,0.73748532
600015,2016/2/23,0.022524784,1.485841773
600016,2016/2/23,0.019043541,1.474152221
600036,2016/2/23,0.018436972,0.783348921
601009,2016/2/23,0.026099774,0.613920613
601166,2016/2/23,0.015023537,0.715302546
601169,2016/2/23,0.017234336,0.812093305
601288,2016/2/23,0.012190315,0.742574742
601328,2016/2/23,0.020987567,2.003782907
601398,2016/2/23,0.005195219,-0.632172851
601818,2016/2/23,0.022750018,1.796728389
601939,2016/2/23,0.015639981,0.654567945
601988,2016/2/23,0.017403317,1.625419413
601998,2016/2/23,0.014628636,0.429819917
1,2016/2/24,0.02418689,1.051250574
600015,2016/2/24,0.02353418,1.602626928
600016,2016/2/24,0.018134683,1.347583969
600036,2016/2/24,0.01869496,0.822166269
601009,2016/2/24,0.028328642,0.731291366
601166,2016/2/24,0.014765832,0.675282599
601169,2016/2/24,0.016274337,0.713269346
601288,2016/2/24,0.011817456,0.675760602
601328,2016/2/24,0.021167561,2.032308116
601398,2016/2/24,0.00460419,-0.73251595
601818,2016/2/24,0.023446938,1.899061115
601939,2016/2/24,0.017493196,0.89724772
601988,2016/2/24,0.017965649,1.72264367
601998,2016/2/24,0.015977803,0.597073561
1,2016/2/25,0.031316656,1.825073598
600015,2016/2/25,0.028478551,2.174681045
600016,2016/2/25,0.019290482,1.508541411
600036,2016/2/25,0.020945978,1.16085857
601009,2016/2/25,0.032732743,0.963208488
601166,2016/2/25,0.02060125,1.581485894
601169,2016/2/25,0.017232561,0.811910583
601288,2016/2/25,0.014052997,1.076356402
601328,2016/2/25,0.024479557,2.557188828
601398,2016/2/25,0.009529157,0.103629909
601818,2016/2/25,0.027033156,2.425645891
601939,2016/2/25,0.022563525,1.561210777
601988,2016/2/25,0.019910774,2.058945591
601998,2016/2/25,0.024898201,1.702918182
1,2016/2/26,0.020816211,0.685416826
600015,2016/2/26,0.011745245,0.238670057
600016,2016/2/26,0.007163433,-0.180280599
600036,2016/2/26,0.005240801,-1.20217119
601009,2016/2/26,0.012779962,-0.087492107
601166,2016/2/26,0.012016303,0.248298236
601169,2016/2/26,0.006613301,-0.281254427
601288,2016/2/26,0.00645283,-0.285548828
601328,2016/2/26,0.009149675,0.127729557
601398,2016/2/26,0.007048946,-0.317452742
601818,2016/2/26,0.011390602,0.128760759
601939,2016/2/26,0.01543949,0.628313512
601988,2016/2/26,0.004530695,-0.600189482
601998,2016/2/26,0.02382782,1.570225103
1,2016/2/29,0.022269067,0.843101303
600015,2016/2/29,0.018527516,1.023365632
600016,2016/2/29,0.024449973,2.227056027
600036,2016/2/29,0.017152406,0.590070763
601009,2016/2/29,0.012724135,-0.090431921
601166,2016/2/29,0.018299258,1.22400118
601169,2016/2/29,0.014630916,0.544092743
601288,2016/2/29,0.012942185,0.877305424
601328,2016/2/29,0.01437906,0.956475524
601398,2016/2/29,0.015910046,1.18695776
601818,2016/2/29,0.019773521,1.359672413
601939,2016/2/29,0.017686502,0.922561273
601988,2016/2/29,0.011276639,0.566148889
601998,2016/2/29,0.030639896,2.414705092
1,2016/3/1,0.017018973,0.273286863
600015,2016/3/1,0.022099991,1.436694048
600016,2016/3/1,0.029504555,2.930960937
600036,2016/3/1,0.021272198,1.20994223
601009,2016/3/1,0.008005754,-0.338898825
601166,2016/3/1,0.021689194,1.750436676
601169,2016/3/1,0.021894812,1.291850774
601288,2016/3/1,0.015694682,1.370536699
601328,2016/3/1,0.015830745,1.186536628
601398,2016/3/1,0.01714492,1.396610898
601818,2016/3/1,0.019591354,1.332923797
601939,2016/3/1,0.013631741,0.391587541
601988,2016/3/1,0.013195152,0.897849734
601998,2016/3/1,0.023014567,1.46940769
1,2016/3/2,0.019112983,0.500558439
600015,2016/3/2,0.022078323,1.434187102
600016,2016/3/2,0.028163808,2.744247496
600036,2016/3/2,0.020885955,1.151827399
601009,2016/3/2,0.013939887,-0.026411204
601166,2016/3/2,0.020766538,1.607154068
601169,2016/3/2,0.021547791,1.256127831
601288,2016/3/2,0.015694682,1.370536699
601328,2016/3/2,0.015619965,1.153132494
601398,2016/3/2,0.0161651,1.23026005
601818,2016/3/2,0.01964568,1.340900792
601939,2016/3/2,0.015142501,0.589422598
601988,2016/3/2,0.013826661,1.007034332
601998,2016/3/2,0.023067697,1.475994114
1,2016/3/3,0.013959379,-0.058783541
600015,2016/3/3,0.020463479,1.247352789
600016,2016/3/3,0.02872958,2.823037333
600036,2016/3/3,0.021222912,1.202526568
601009,2016/3/3,0.014689132,0.013043555
601166,2016/3/3,0.01956009,1.419800369
601169,2016/3/3,0.021449585,1.246018335
601288,2016/3/3,0.015240075,1.289073798
601328,2016/3/3,0.014747892,1.014927527
601398,2016/3/3,0.016085485,1.216743258
601818,2016/3/3,0.01968299,1.346379232
601939,2016/3/3,0.01245497,0.237488572
601988,2016/3/3,0.013462858,0.944134699
601998,2016/3/3,0.021994953,1.343008099
1,2016/3/4,0.014025971,-0.051556036
600015,2016/3/4,0.025639299,1.846185106
600016,2016/3/4,0.034838136,3.673719458
600036,2016/3/4,0.026335858,1.971829808
601009,2016/3/4,0.013638396,-0.042287526
601166,2016/3/4,0.023542194,2.038195788
601169,2016/3/4,0.030873606,2.216143374
601288,2016/3/4,0.019200782,1.998809199
601328,2016/3/4,0.019671485,1.795211985
601398,2016/3/4,0.021370014,2.113934456
601818,2016/3/4,0.024572473,2.064329817
601939,2016/3/4,0.012624807,0.259728844
601988,2016/3/4,0.019253081,1.945233917
601998,2016/3/4,0.025513458,1.779190411
1,2016/3/7,0.003972541,-1.142696419
600015,2016/3/7,0.015126342,0.62985641
600016,2016/3/7,0.017015518,1.191728205
600036,2016/3/7,0.013521173,0.04370878
601009,2016/3/7,0.011047552,-0.178719702
601166,2016/3/7,0.01434858,0.610486018
601169,2016/3/7,0.022959702,1.401472394
601288,2016/3/7,0.011320436,0.586697541
601328,2016/3/7,0.013225954,0.773732821
601398,2016/3/7,0.01326488,0.737869553
601818,2016/3/7,0.012498465,0.291434582
601939,2016/3/7,0.002115328,-1.116494634
601988,2016/3/7,0.013198243,0.898384152
601998,2016/3/7,0.010303761,-0.106326536
1,2016/3/8,0.006903812,-0.824553441
600015,2016/3/8,0.013811982,0.477787512
600016,2016/3/8,0.016143699,1.070318032
600036,2016/3/8,0.012723685,-0.076282728
601009,2016/3/8,0.009494861,-0.26048341
601166,2016/3/8,0.013305351,0.44847919
601169,2016/3/8,0.023651408,1.472677807
601288,2016/3/8,0.010967598,0.523471046
601328,2016/3/8,0.013076059,0.749977661
601398,2016/3/8,0.013801635,0.828998178
601818,2016/3/8,0.012217987,0.250250402
601939,2016/3/8,0.004656899,-0.78367417
601988,2016/3/8,0.013119122,0.884704546
601998,2016/3/8,0.010722356,-0.054434117
