
601166,兴业银行,SSE,主板
601818,光大银行,SSE,主板
000001,平安银行,SZSE,主板
002142,宁波银行,SZSE,主板
601939,建设银行,SSE,主板
600000,浦发银行,SSE,主板
601997,贵阳银行,SSE,主板
600036,招商银行,SSE,主板
002839,张家港行,SZSE,主板
601998,中信银行,SSE,主板
601398,工商银行,SSE,主板
601009,南京银行,SSE,主板
600015,华夏银行,SSE,主板
600908,无锡银行,SSE,主板
600016,民生银行,SSE,主板
601328,交通银行,SSE,主板
601169,北京银行,SSE,主板
603323,苏农银行,SSE,主板
600926,杭州银行,SSE,主板
601229,上海银行,SSE,主板
601988,中国银行,SSE,主板
601288,农业银行,SSE,主板
002807,江阴银行,SZSE,主板
600919,江苏银行,SSE,主板
601128,常熟银行,SSE,主板
