Word	Part-Of-Speech	Weight	Frequency
数字鸿沟	n_new	9.20	2
陕西省分行	n_new	9.11	13
日照分行	n_new	9.11	5
广东省分行	n_new	9.05	5
南海分行	n_new	9.05	5
旅企业	n_new	8.98	9
个人住房	n_new	8.87	7
农产品稳产保供	n_new	8.84	18
四川省分行	n_new	8.80	5
勇担当	n_new	8.75	4
银行表示	n_new	8.65	3
中国人寿保险	n_new	8.65	12
涉农贷款	n_new	8.65	5
影响几何	n_new	8.58	9
网传	n_new	8.57	4
扶贫爱心	n_new	8.57	4
增速放缓	n_new	8.57	4
银行受罚	n_new	8.57	4
雪松控股	n_new	8.55	10
房抵	n_new	8.51	3
住房贷款	n_new	8.48	7
西安分行	n_new	8.40	5
金融生态圈	n_new	8.40	3
么样	n_new	8.32	6
晚间公告	n_new	8.29	32
部委联合	n_new	8.26	3
开辟绿色	n_new	8.26	3
抛压	n_new	8.26	3
边际改善	n_new	8.26	3
银政企	n_new	8.26	3
珠江人寿	n_new	8.26	3
航母级	n_new	8.26	3
江北支行	n_new	8.26	3
股午后	n_new	8.26	3
农行临沂	n_new	8.26	3
注册制	n_new	8.26	2
数码科技	n_new	8.26	4
一次性划	n_new	8.26	4
惊现	n_new	8.26	2
重庆秀山	n_new	8.26	2
助养殖户	n_new	8.26	2
银行涉企	n_new	8.26	4
东吴基金	n_new	8.26	2
陕西分行	n_new	8.25	11
到期赎回	n_new	8.14	17
晒成绩单	n_new	8.12	3
理财直播	n_new	8.12	3
现代农业	n_new	8.07	4
投诉情况	n_new	8.07	4
机构预测	n_new	8.07	4
敢贷	n_new	8.07	4
移动金融	n_new	8.07	4
信息疑	n_new	8.07	4
互金	n_new	8.07	4
关联交易	n_new	8.07	4
消保	n_new	8.07	4
贵州省分行	n_new	8.07	4
农行西宁市	n_new	8.07	4
涉企收费	n_new	8.01	7
综合授信	n_new	8.01	8
一次性划转	n_new	8.00	5
招募说明书	n_new	7.97	22
农行设立	n_new	7.85	5
抽贷	n_new	7.85	5
农行湖南	n_new	7.85	8
代表监事	n_new	7.80	7
普涨	n_new	7.80	7
职工监事	n_new	7.76	2
系列报道	n_new	7.76	4
主任挪用	n_new	7.76	2
支行党员	n_new	7.76	2
突出支持	n_new	7.76	2
发展机遇	n_new	7.76	2
愿贷	n_new	7.76	4
一审判	n_new	7.76	2
中国大陆	n_new	7.76	2
人民政府签署	n_new	7.76	2
普通投资者	n_new	7.76	2
乘风	n_new	7.76	2
合资公司	n_new	7.76	2
网店	n_new	7.76	2
藏利润	n_new	7.76	2
融合发展	n_new	7.76	2
一级资本	n_new	7.76	2
美丽乡村	n_new	7.76	2
厅联合	n_new	7.76	2
示范村建设	n_new	7.76	2
详细解读	n_new	7.76	2
董事候选人	n_new	7.76	2
安井	n_new	7.76	2
偿付能力	n_new	7.76	2
扶贫公益	n_new	7.76	2
邮政集团	n_new	7.76	4
煤集团	n_new	7.76	2
负债端	n_new	7.76	2
挂钩LPR	n_new	7.76	2
换帅	n_new	7.76	2
推进东西部	n_new	7.76	2
天津市分行	n_new	7.76	2
主力巨资	n_new	7.76	2
信披	n_new	7.76	2
相关细则	n_new	7.76	2
江苏张家港	n_new	7.76	2
生猪养殖业	n_new	7.76	2
餐饮企业	n_new	7.76	2
标配	n_new	7.76	2
全额保障	n_new	7.76	2
农行乌鲁木齐	n_new	7.76	2
人均月薪	n_new	7.76	2
力撑	n_new	7.76	2
广西梧州	n_new	7.76	2
长线投资	n_new	7.76	2
君子签	n_new	7.76	2
经销商银行	n_new	7.76	2
金融春雨	n_new	7.76	2
长线资金	n_new	7.76	2
农行携	n_new	7.76	2
贵司	n_new	7.76	2
信用资质	n_new	7.76	2
金融浇灌	n_new	7.76	2
购付汇	n_new	7.76	2
泰康资产	n_new	7.76	2
农行管理层	n_new	7.76	2
农行赔付	n_new	7.76	2
客户集中度	n_new	7.76	2
遵义分行	n_new	7.76	2
周四申购	n_new	7.76	2
利好叠加	n_new	7.76	2
常熟银行	n_new	7.76	2
开启加速度	n_new	7.76	2
农行乌镇	n_new	7.76	2
银行辟谣	n_new	7.76	2
去年全年	n_new	7.74	16
金融后盾	n_new	7.73	3
发起式	n_new	7.73	7
路线图曝光	n_new	7.67	8
党委委员	n_new	7.60	3
金融事业	n_new	7.60	3
救灾金融	n_new	7.59	3
市场展望	n_new	7.59	3
薪酬待遇	n_new	7.59	3
手续费收入	n_new	7.59	3
布放	n_new	7.59	3
专贷	n_new	7.59	3
人民币国际化	n_new	7.59	3
行长职位	n_new	7.59	3
扶贫搬迁	n_new	7.59	3
催收	n_new	7.59	3
延期兑付	n_new	7.59	3
物流企业	n_new	7.59	3
置业提供	n_new	7.59	3
抵押扇贝	n_new	7.59	3
深入推进	n_new	7.57	4
10%一次性	n_new	7.57	4
农行金华	n_new	7.57	4
到期收回	n_new	7.50	7
混合型证券投资基金	n_new	7.49	29
农行重庆市	n_new	7.48	9
股路线图	n_new	7.48	7
市场化发行	n_new	7.46	3
城镇化	n_new	7.38	4
消费投诉	n_new	7.38	4
募集说明书	n_new	7.38	4
基金托管	n_new	7.38	4
出奇招	n_new	7.38	4
新华财经	n_new	7.33	30
基金杯	n_new	7.26	4
力帆成立	n_new	7.26	2
支行堵截	n_new	7.26	2
说明书摘要	n_new	7.24	17
建设机械	n_new	7.20	5
同日公告	n_new	7.20	5
进展公告	n_new	6.91	106
公告速递	n_new	6.89	15
铁路建设	n_new	6.59	12
现金分期	n_new	6.57	4
战时速度	n_new	5.76	3
助推东莞	n_new	5.76	2
签署战略合作协议	n_new	5.38	14
支持农产品稳产保供	n_new	5.22	9
闲置自有资金进行现金管理	n_new	4.69	20
疫情防控阻击战	n_new	3.99	22
证券投资基金基金份额	n_new	3.94	20
初步配售结果公告	n_new	3.78	38
证券投资基金更新	n_new	3.59	12
意向战略合作协议	n_new	3.55	2
贷款余额	n_new	3.13	36
贫困地区	n_new	2.75	16
绿色通道	n_new	2.27	18
任职资格	n_new	2.25	73
全资子公司	n_new	2.06	39
龙头企业	n_new	1.84	9
执行董事	n_new	1.78	18
创新高	n_new	1.69	19
金饭碗	n_new	1.68	8
民营企业	n_new	1.66	11
流动资金贷款	n_new	1.48	5
合作伙伴	n_new	1.46	6
去年同期	n_new	1.33	7
行政处罚	n_new	1.31	8
医护人员	n_new	1.30	6
定点扶贫	n_new	1.29	5
负增长	n_new	1.28	8
银团贷款	n_new	1.25	5
健康发展	n_new	1.07	4
人均创利	n_new	1.07	4
春耕备耕	n_new	1.04	15
从业人员	n_new	1.02	4
